name,type,lat,lon,formatted_address,website,opening_hours
King Souvlaki,restaurant,40.6249407,-74.0306363,n/a,https://kingsouvlakiny.com,n/a
Puertas,restaurant,40.6251572,-74.0305534,n/a,https://www.puertasrestaurant.com,Mo-Tu 16:00-21:00; We-Fr 16:00-22:00; Sa 12:00-22:00; Su 12:00-21:00
Luliano's,restaurant,40.6284908,-74.0291713,n/a,n/a,n/a
Kathy's Dumplings,fast_food,40.6279744,-74.0293868,n/a,https://www.kathysdumplings.com,Mo-Th 10:30-21:30; Fr-Sa 10:30-22:00; Su 10:30-21:30
Bagel Boy,fast_food,40.6277554,-74.0294749,n/a,https://bagelboyonline.com,Mo-Su 05:00-20:30
Ben's Pizza,fast_food,40.6264298,-74.0296716,n/a,n/a,n/a
Shangri-La,restaurant,40.6320913,-74.0277077,n/a,https://shangrilabk.com,"Mo,We-Th 12:00-23:00; Fr-Sa 12:00-23:30; Su 12:30-23:00"
Nature's Grill,fast_food,40.6316091,-74.0275677,n/a,https://www.naturesgrillcafe.com/bay-ridge,Mo-Su 11:00-21:00
Bagel Schmagel,cafe,40.6311770,-74.0280699,n/a,n/a,n/a
Birria Mania,fast_food,40.6312254,-74.0280498,n/a,https://birriamanianyc.com,n/a
Coszcal de Allende,restaurant,40.6312733,-74.0280300,n/a,n/a,n/a
Felfa,cafe,40.6355940,-74.0262812,n/a,n/a,n/a
Spice Szechuan,restaurant,40.6343422,-74.0267920,n/a,n/a,Mo-Th 11:30-22:00; Fr-Sa 11:30-22:30; Su 12:00-22:00
Glow Thai,restaurant,40.6339284,-74.0266120,n/a,n/a,n/a
Falafel Star,fast_food,40.6341121,-74.0265371,n/a,n/a,Mo-Su 13:00-21:00
Taqueria El Toro,fast_food,40.6327715,-74.0274313,n/a,n/a,n/a
Taco Bell,fast_food,40.5757167,-73.9794949,n/a,https://locations.tacobell.com/ny/brooklyn/1047-surf-ave.html,Mo-Su 09:00-24:00
Texas Chicken & Burgers,fast_food,40.5757299,-73.9797710,n/a,https://www.texaschickenandburgers.com/location/brooklyn/1201-surf-ave-brooklyn-ny-11224_3,"Mo-Th 10:00-24:00, Fr-Su 10:00-02:00"
Footprints,restaurant,40.5756371,-73.9832269,n/a,n/a,n/a
Cozy Spot,cafe,40.6358071,-74.0258393,n/a,n/a,n/a
Taiz Spot,fast_food,40.6348433,-74.0237751,n/a,n/a,n/a
Campo Bello,restaurant,40.6180713,-74.0293407,n/a,https://campobellorestaurant.com/brooklyn/,Mo-Sa 10:30-21:00
Karam,restaurant,40.6228892,-74.0281046,n/a,n/a,n/a
Taco Bell,fast_food,40.6220246,-74.0284607,n/a,https://locations.tacobell.com/ny/brooklyn/8625-4th-ave-.html,n/a
Georgian House,restaurant,40.5766822,-73.9672419,n/a,n/a,12:00-24:00
Meet Wise Meat,restaurant,40.5765441,-73.9657069,n/a,https://meetwisemeat.com/,10:00-22:00
Irena's Unixed Beauty Salon,barbershop,40.5765599,-73.9656338,n/a,n/a,"Mo-Fr,Su 09:00-20:00; Sa 09:00-18:00"
Oceanview Cafe,restaurant,40.5768425,-73.9642555,n/a,https://www.oceanviewcafeny.com,Mo-Th 10:00-10:00; Fr-Sa 10:00-11:00; Su 10:00-10:00
Johnny Pumps,bar,40.6290698,-74.0229817,n/a,n/a,n/a
Jean Danet Pastry,cafe,40.6289017,-74.0230572,n/a,n/a,n/a
Texas Chicken & Burgers,fast_food,40.5818757,-73.9609398,n/a,https://www.texaschickenandburgers.com,Mo-Su 10:00-04:00
Maison De Viennoiseries,cafe,40.5782572,-73.9594472,n/a,n/a,Mo-Th 09:00-18:00; Fr-Su 09:00-20:00
Mussels Brick Oven Pizza,restaurant,40.6255820,-74.0240580,n/a,https://mcian5.wixsite.com/mysite,n/a
Maison De Viennoijevieg,cafe,40.6248571,-74.0243627,n/a,n/a,n/a
Al-Sham Restaurant,fast_food,40.6277807,-74.0231648,n/a,n/a,n/a
El Jazeera,restaurant,40.6273280,-74.0233474,n/a,https://eljazeerafish.com/,Mo-Th 11:00-22:00; Fr-Sa 12:00-22:00; Su 11:00-22:00
Hemo's Spot,fast_food,40.6334719,-74.0212513,n/a,n/a,n/a
Wheel Bagels,fast_food,40.6343226,-74.0234304,n/a,n/a,Mo-Su 05:30-18:00
Hazar Turkish Kabab,fast_food,40.6311647,-74.0221368,n/a,n/a,n/a
Mike's Donuts & Coffee,fast_food,40.6336949,-74.0210946,n/a,n/a,n/a
V&S Pizza & Restaurant,restaurant,40.5835614,-73.9509882,n/a,n/a,"Mo-Th 11:00-23:00; Fr,Sa 11:00-24:00; Su 12:00-23:00"
Baku Palace,restaurant,40.5842090,-73.9483430,n/a,https://www.bakupalace.com/,"11:00-01:00; Fr,Sa 11:00-03:00"
Yiasou Estiatorio,restaurant,40.5838628,-73.9481425,n/a,http://www.yiasouonthebay.com/,n/a
Al-Aqsa Bakery & Restaurant,fast_food,40.6329572,-74.0210406,n/a,n/a,n/a
Popeyes,fast_food,40.6272257,-74.0140152,n/a,https://www.popeyes.com/store-locator/store/restaurant_240026,10:30-22:00
Mitoushi,restaurant,40.5856255,-73.9518041,n/a,http://www.mitoushisushi.com/,Mo-Su 12:00-22:00
Dunkin',fast_food,40.6084973,-73.9585466,n/a,https://locations.dunkindonuts.com/en/ny/brooklyn/1422-kings-hwy/304397,24/7
Gong Cha,cafe,40.6079569,-73.9592031,n/a,https://gongchausa.com/new-york-kings-highway-brooklyn/,Mo-Su 10:30-21:30
Crab Du Jour,restaurant,40.5862565,-73.9715300,n/a,n/a,"11:30-22:00; Fr,Sa 11:30-23:00"
Knapp Pizza II,fast_food,40.5903404,-73.9732515,n/a,https://www.knapppizza2ofbrooklyn.com/,Mo-We 10:00-21:30; Th 11:00-22:00; Fr 10:00-22:30; Sa 11:00-22:30; Su 11:00-21:30
Zona Bar,bar,40.5903492,-73.9731730,n/a,n/a,20:00-04:00
N & D Pizza,restaurant,40.5963039,-73.9805140,n/a,https://www.ndpizzany.com/,Mo-Sa 10:30-23:00
Wild Bagels,cafe,40.6002149,-73.9856777,n/a,n/a,n/a
Nyonya,restaurant,40.6001030,-73.9911137,n/a,http://www.ilovenyonya.com/,Mo-Su 11:00-23:30
Asian Kitchen,restaurant,40.5995027,-73.9901090,n/a,n/a,n/a
Little Saigon Pearl,restaurant,40.5993680,-73.9902739,n/a,n/a,"Tu 12:00-20:00, 09:00-18:00; We-Fr 10:00-20:00; Sa, Su 11:00-21:00"
Dunkin',fast_food,40.5967285,-73.9766734,n/a,https://locations.dunkindonuts.com/en/ny/brooklyn/179-avenue-u/363517,24/7
Next Move Cafe,cafe,40.6049097,-73.9993077,n/a,https://www.nextmovecafe.com/,Su-Th 12:00-22:00; Fr-Sa 12:00-01:00
Subway,fast_food,40.6062174,-74.0012217,n/a,https://restaurants.subway.com/united-states/ny/brooklyn/1864-86th-street,Mo-Su 09:00-21:00
Subway,fast_food,40.6123027,-73.9832941,n/a,https://restaurants.subway.com/united-states/ny/brooklyn/6724-bay-parkway,Mo-Fr 07:00-21:00; Sa 08:00-21:00; Su 08:00-20:00
Aurora Pizza,restaurant,40.6138348,-73.9996175,n/a,n/a,n/a
Em Vietnamese Kitchen,restaurant,40.6083609,-74.0047845,n/a,https://www.em-restaurant.com,11:00-21:00; Tu off
Panino Rustico,restaurant,40.6104646,-74.0030964,n/a,n/a,Mo-Sa 10:00-22:00
n/a,cafe,40.6239764,-74.0041395,n/a,n/a,n/a
Silver Star,restaurant,40.6203521,-73.9887223,n/a,n/a,"Tu-Sa 11:00-21:00,Su 12:00-21:00"
J & V PIZZA,fast_food,40.6199017,-73.9895934,n/a,http://jvpizza.com/,Mo-Su 10:30-22:00
AM-PM Cafe & Bar,restaurant,40.6282179,-74.0065734,n/a,https://www.cornerampmcafebar.com,n/a
Milk Crate Coffee,cafe,40.6351048,-73.9924560,n/a,https://www.milkcratecoffee.com/,"Mo-Th 6:30-19:00; Fr 6:30-14:00, Su 7:30-19:00"
Mr Q BBQ,restaurant,40.6375760,-74.0071142,n/a,n/a,n/a
Tengu Sushi & Noodle,restaurant,40.6332662,-74.0055826,n/a,n/a,Mo-Su 11:00-23:00
KULU Desserts,cafe,40.6341283,-74.0105726,n/a,https://www.kuludesserts.com/,n/a
Nuan Xin Rice Roll,restaurant,40.6358713,-74.0088212,n/a,n/a,n/a
Great Taste Dumpling,restaurant,40.6444746,-74.0000088,n/a,n/a,n/a
Red Parrot Bar,bar,40.6457568,-73.9990809,n/a,n/a,n/a
La Carreta,restaurant,40.6457570,-74.0127007,n/a,n/a,n/a
El Sabor de la Vida,fast_food,40.6443070,-74.0103066,n/a,n/a,Mo-Sa 06:30-21:30; Su 07:30-20:00
Chuan Tian Xia,restaurant,40.6396384,-74.0090442,n/a,http://chuantianxiaofficial.com/,Mo-Su 13:00-23:00
Cafe Con Pan,fast_food,40.6427029,-74.0126018,n/a,http://cafeconpanny.com,n/a
Barrera's,cafe,40.6423115,-74.0130189,n/a,n/a,n/a
Dunkin' Donuts/Baskin Robbins,fast_food,40.6421302,-74.0136259,n/a,https://locations.dunkindonuts.com/en/ny/brooklyn/5510-5th-ave/350524,05:00-20:00
Tenda y Comedor Andreita,fast_food,40.6420453,-74.0129937,n/a,n/a,n/a
Mudflow Bubble Tea,cafe,40.6377476,-74.0074241,n/a,https://mudflowtea.com/,n/a
Little Thanh Da,restaurant,40.6374086,-74.0079335,n/a,n/a,n/a
Wu La Bu Huan,restaurant,40.6362311,-74.0125811,n/a,n/a,n/a
WesternYunnan Crossing Bridge Noodle,restaurant,40.6373422,-74.0108511,n/a,n/a,n/a
Korean Tofu House,restaurant,40.6353559,-74.0106891,n/a,n/a,Mo-Su 11:00-23:00
Park Asia,restaurant,40.6321028,-74.0128807,n/a,n/a,n/a
Hawaiian Fried Wings,fast_food,40.6407850,-74.0146039,n/a,https://www.hawaiianfriedwings.com,Mo-Su 11:00-22:00
OD's Restaurant,restaurant,40.6414054,-74.0175318,n/a,n/a,n/a
GiGi's Coffee Shop,cafe,40.6387505,-74.0163080,n/a,n/a,n/a
Feeney's Pub,bar,40.6381787,-74.0173125,n/a,n/a,n/a
The Grumpy Cat,bar,40.6383334,-74.0175673,n/a,n/a,n/a
Rosas Bakery,fast_food,40.6416247,-74.0179177,n/a,n/a,n/a
China I,fast_food,40.6431420,-74.0163556,n/a,n/a,Mo-Th 11:00-23:30; Fr-Sa 11:00-24:00; Su 11:30-23:30
Subway,fast_food,40.6465918,-74.0192819,n/a,https://restaurants.subway.com/united-states/ny/brooklyn/5407-2nd-ave,Mo-Fr 07:30-22:00; Sa-Su 08:00-22:00
Usuluteco #3 Restaurant,restaurant,40.6449652,-74.0178587,n/a,n/a,n/a
Sunset Pizza,fast_food,40.6493985,-74.0132593,n/a,n/a,Mo-Su 10:00-22:00
Twist,restaurant,40.6522311,-74.0102897,n/a,https://twistrestaurantbrooklyn.com,Mo-Th 11:00-23:00; Fr-Su 11:00-24:00
El Tahur,bar,40.6511108,-74.0114620,n/a,n/a,n/a
New King Wok,fast_food,40.6477897,-74.0115128,n/a,n/a,Mo-Th 11:00-22:30; Fr-Sa 11:00-23:30; Sa 12:00-22:30
Sabor de Columbia,restaurant,40.6471771,-74.0079515,n/a,https://www.colombianrestaurantbrooklyn.com,Mo-Su 07:00-21:00
Antojitos BK,fast_food,40.6489325,-74.0093087,n/a,https://antojitosbkbrooklyn.com,Mo-Th 11:30-22:00; Fr-Sa 11:30-23:00; Su 11:30-21:00
Hua Hui Bakery,cafe,40.6490646,-74.0095749,n/a,n/a,Mo-Sa 06:30-18:00; Su 07:00-17:00
Rico Pollo III,restaurant,40.6473588,-74.0077667,n/a,https://ricopollo3.business.site,n/a
La Tienda #2,fast_food,40.6492095,-74.0062573,n/a,n/a,Mo-Su 06:00-23:00
Great Wall Restaurant,fast_food,40.6479145,-74.0071861,n/a,n/a,Mo-Th 11:00-23:30; Fr-Sa 11:00-24:00; Su 11:30-23:30
Los Tres Potrillos,restaurant,40.6528330,-74.0062564,n/a,n/a,n/a
Inés Bakery,fast_food,40.6545998,-74.0044366,n/a,n/a,24/7
Domino's,fast_food,40.6524280,-74.0060774,n/a,https://pizza.dominos.com/new-york/brooklyn/3901-4th-ave,Mo-Th 10:30-01:00; Fr-Sa 10:30-03:00; Su 10:30-01:00
Yummy Yummy,fast_food,40.6511885,-74.0079767,n/a,n/a,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 12:00-23:00
Tacos El Bronco,restaurant,40.6500425,-74.0091831,n/a,n/a,n/a
Axzo Cafe,cafe,40.6557373,-74.0032437,n/a,n/a,Mo-Sa 07:00-18:00
Reine de la Nube,fast_food,40.6553801,-74.0036242,n/a,n/a,n/a
La Familia,restaurant,40.6548988,-74.0041176,n/a,https://www.lafamiliarestaurantny.com,Mo-Su 10:00-22:00
Bagel Pub,cafe,40.6554369,-74.0060548,n/a,n/a,Mo-Fr 06:00-16:00
Roundabout Restaurant,restaurant,40.6545566,-74.0044827,n/a,n/a,Mo-Su 06:00-23:00
Ayat,restaurant,40.6556786,-74.0069017,n/a,https://www.ayatnyc.com,n/a
Market Coffee,cafe,40.6593583,-74.0046304,n/a,n/a,n/a
Cafe & Deli La Morena,fast_food,40.6556002,-74.0068002,n/a,n/a,Mo-Sa 05:30-18:00
Table 87 Coal Oven Pizza,fast_food,40.6592037,-74.0045755,n/a,n/a,n/a
Third Ave. Pizza Place,fast_food,40.6574273,-74.0040010,n/a,https://thirdavepizza.com,Mo-Sa 07:00-20:00
El Pollo Peruviano II,restaurant,40.6501478,-74.0053082,n/a,n/a,n/a
Dunkin',fast_food,40.6507157,-74.0042551,n/a,https://locations.dunkindonuts.com/en/ny/brooklyn/3921-5th-ave/353276,Mo-Su 05:00-19:00
Huracheria Mexicana,fast_food,40.6505346,-74.0044377,n/a,n/a,n/a
Shashlik House,restaurant,40.6378379,-73.9782802,n/a,n/a,Mo-Sa 10:00-22:30; Su off
Yummy Taco,fast_food,40.6433519,-73.9784911,n/a,https://www.yummytacobrooklyn.com,Mo-Th 11:00-23:00; Fr 11:00-24:00; Sa 10:00-24:00; Su 12:00-23:00
Wing Hau II,fast_food,40.6437171,-73.9776159,n/a,n/a,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 12:00-23:00
Asia Harbor,restaurant,40.6439254,-73.9764227,n/a,n/a,Mo-Th 11:30-23:00; Fr-Sa 11:30-23:30; Su 12:00-23:00
Thai Farm Kitchen,restaurant,40.6440962,-73.9760184,n/a,https://thaifarmkitchen.com/,n/a
Angelica's Coffee Shop,cafe,40.6441763,-73.9758290,n/a,n/a,n/a
Hamilton's,restaurant,40.6487023,-73.9773066,n/a,http://dhamiltonsbrooklyn.com,n/a
Mr. Tong,fast_food,40.6483617,-73.9782109,n/a,n/a,n/a
Windsor Coffee,cafe,40.6490827,-73.9776620,n/a,n/a,Mo-Su 07:00-17:00
Cozie's Pizzeria & Cafe,fast_food,40.6507903,-73.9770543,n/a,n/a,n/a
Le Paddock,restaurant,40.6529198,-73.9759073,n/a,https://lepaddockbrooklyn.com,n/a
Bene Pizza,fast_food,40.6548266,-73.9734960,n/a,n/a,Mo-Su 11:00-22:00
Della,restaurant,40.6528643,-73.9763275,n/a,https://www.dellarestaurant.com/,Mo-Su 17:00-21:00
Cena,restaurant,40.6516328,-73.9756623,n/a,https://cenabrooklyn.com,Mo-Fr 07:00-23:00; Sa-Su 09:00-23:00
Terrace Coffee Shop,cafe,40.6544957,-73.9792600,n/a,https://www.terracecoffeeshop.com,n/a
DNA,cafe,40.6532052,-74.0028079,n/a,n/a,Mo-Fr 07:00-17:00; Sa-Su 09:00-17:00
Slice of Brooklyn,fast_food,40.6569032,-74.0014253,n/a,n/a,n/a
La Parada,restaurant,40.6567765,-74.0015562,n/a,n/a,Mo-Su 08:00-22:00
Ocean Eats,fast_food,40.6565179,-74.0018092,n/a,n/a,Mo-Th 11:00-21:00; Fr 11:00-22:00; Sa 12:00-22:00
Sunset Park Diner,restaurant,40.6512616,-74.0037145,n/a,https://sunsetparkdinerdonuts.com/,24/7
Elora's,restaurant,40.6584293,-73.9823074,n/a,https://www.elorasbk.com,Tu-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-22:00
Joe's Pizzeria,fast_food,40.6586149,-73.9816962,n/a,n/a,Mo-Sa 11:00-22:00; Su 11:00-21:00
Joy Kitchen,restaurant,40.6615086,-73.9858733,n/a,https://www.joykitchenny.com/,Mo-Th 11:00-23:00; Fr-Sa 11:00-23:30
Lore,restaurant,40.6631297,-73.9845191,n/a,https://www.lorebrooklyn.com,Mo-Sa 17:30-22:00; Su 17:30-21:00
Hero City Express Deli,fast_food,40.6649602,-73.9930410,n/a,n/a,n/a
Domino's,fast_food,40.6654963,-73.9895910,n/a,https://pizza.dominos.com/new-york/brooklyn/554-5th-ave,"Mo-Th 10:30-24:00, Fr-Sa 10:30-01:00, Su 10:30-24:00"
The Green Province Restaurant,restaurant,40.6663224,-73.9923591,n/a,n/a,n/a
Table 87 Coal Oven Pizza,restaurant,40.6706983,-73.9914759,n/a,https://www.table87.com/pages/menu,Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 11:00-22:00
Zatar,cafe,40.6637848,-73.9806686,n/a,https://zatar.nyc,Mo-Fr 07:00-22:00; Sa-Su 08:00-22:00
Overgreens,cafe,40.6614338,-73.9799655,n/a,n/a,n/a
Flora,cafe,40.6645751,-73.9799855,n/a,n/a,"Tu 17:00-21:30; We 10:00-17:00; Th 10:00-15:00,17:00-21:30; Fr,Sa 10:00-17:00; Su 10:00-16:00 ""Summer hours"""
Ottava,restaurant,40.6639550,-73.9805265,n/a,https://ottavabrooklyn.com,n/a
Chez Moi,restaurant,40.6907472,-73.9955872,n/a,https://chezmoiny.com,Mo-Th 16:00-24:00; Fr 12:00-01:00; Sa 10:00-01:00; Su 10:00-24:00
Noor Palace,restaurant,40.5987374,-73.9614238,n/a,n/a,n/a
7J's Lucky,fast_food,40.5983336,-73.9598377,n/a,https://7-js-lucky.business.site/,Mo-Fr 06:00-19:00; Sa 07:00-16:00; Su off
Anyway Cafe,restaurant,40.5949524,-73.9545953,n/a,n/a,n/a
Mimi Juice,fast_food,40.5995843,-73.9525222,n/a,n/a,n/a
East Sushi Bistro,restaurant,40.5989642,-73.9526964,n/a,n/a,"Mo,We-Th 11:30-21:30; Fr-Sa 11:30-22:30; Su 11:30-21:30"
Aksaray,restaurant,40.6100383,-73.9577066,n/a,https://www.aksarayrestaurant.com/,Mo-Su 08:00-05:00
Vesuvius Pizzeria,fast_food,40.6098593,-73.9554009,n/a,n/a,n/a
Memo Shish Kebab,restaurant,40.6103381,-73.9548828,n/a,n/a,Mo-Su 11:00-02:00
Papa John's,fast_food,40.5978228,-73.9415574,n/a,https://locations.papajohns.com/united-states/ny/11229/brooklyn/3528-nostrand-ave,"Mo-Th,Su 10:45-24:00; Fr-Sa 10:45-01:00"
Burger Box,fast_food,40.5937146,-73.9402917,n/a,n/a,n/a
Dunkin',fast_food,40.6000431,-73.9464932,n/a,https://locations.dunkindonuts.com/en/ny/brooklyn/2501-avenue-u/349734,Mo-Su 05:00-20:00
Empire,fast_food,40.6000021,-73.9445847,n/a,n/a,n/a
DIY Poké Sushi,restaurant,40.6000181,-73.9444397,n/a,https://diypokesushi.com,Mo-Su 11:00-21:30
Safir Bakery,cafe,40.6000521,-73.9441332,n/a,https://safirbakery.com,n/a
N&D Pizzaria,fast_food,40.6004277,-73.9430558,n/a,n/a,n/a
IHOP,restaurant,40.6006279,-73.9412385,n/a,https://restaurants.ihop.com/en-us/ny/brooklyn/breakfast-2951-avenue-u-3770,Mo-Su 07:00-22:00
Knapp Street Bagel Cafe,cafe,40.6001401,-73.9337877,n/a,n/a,n/a
Luck Star,restaurant,40.6001165,-73.9337700,n/a,n/a,n/a
Dunkin' Donuts,fast_food,40.6104725,-73.9545009,n/a,https://locations.dunkindonuts.com/en/ny/brooklyn/1903-kings-hwy/344544,24/7
Nagoya,restaurant,40.6104958,-73.9544319,n/a,n/a,n/a
Highway Bagels,food_court,40.6107428,-73.9538076,n/a,n/a,"Su-Th 05:00-01:00, Fr,Sa 05:00-01:30"
Chandni Pizza Deli & Fried Chicken,restaurant,40.6291965,-73.9662237,n/a,n/a,n/a
Bella Pizzeria,fast_food,40.6299596,-73.9611330,n/a,n/a,"Mo-Th 11:00-22:00, Fr-Sa 11:00-23:00, Su 12:00-22:00"
Milk and Honey,cafe,40.6343290,-73.9661043,n/a,https://www.milkandhoneycafeny.com,Mo-Su 07:00-19:00
El Rancho Poblano,restaurant,40.6382316,-73.9536160,n/a,n/a,n/a
Natural Outlet,fast_food,40.6381774,-73.9535629,n/a,n/a,Mo-Fr 09:00-20:00; Sa 10:00-18:00
We Are Brooklyn,cafe,40.6385476,-73.9541164,n/a,n/a,n/a
Taco Bell Cantina,fast_food,40.6457347,-73.9582595,n/a,https://locations.tacobell.com/ny/brooklyn/1034-flatbush-ave.html,Mo-Su 06:00-02:00+
Juicy King Crab Express,fast_food,40.6500173,-73.9605786,n/a,n/a,n/a
Mint Heights,restaurant,40.6996240,-73.9921094,n/a,https://mintheights.com,"Mo-Fr 11:00-15:00,17:00-22:00; Sa-Su 12:00-22:00"
The Waffle Box,restaurant,40.6292382,-73.9441332,n/a,https://thewafflebox1682.com/,Mo-Fr 11:00-20:00
Nosh Express,fast_food,40.6155081,-73.9445015,n/a,n/a,n/a
Original Brooklyn Bagel,fast_food,40.6152704,-73.9444545,n/a,n/a,n/a
Dunkin',fast_food,40.6128280,-73.9263035,n/a,https://locations.dunkindonuts.com/en/ny/brooklyn/2344-flatbush-ave/342887,03:00-02:00
Tikal Cafe,cafe,40.6909692,-73.9048144,n/a,https://www.tikalcafe2020.com/,Mo-Th 08:00-17:00; Fr-Su 09:00-19:00
Hot Bagel,fast_food,40.6420245,-73.8991275,n/a,n/a,n/a
Bed-Stuy Fish Fry,restaurant,40.6852542,-73.9207410,n/a,https://bedstuyfishfry.com/,"Fr, Sa 11:00-23:00; Mo-Th, Su 11:00-22:00"
Weng's Garden,restaurant,40.6857958,-73.9207386,n/a,n/a,n/a
The Evergreen,bar,40.6859567,-73.9081323,n/a,https://www.theevergreenbar.com/,Mo-Fr 18:00-04:00; Sa-Su 16:00-04:00
Mi Cholita Bella,restaurant,40.6993818,-73.9239056,n/a,n/a,Mo-Su 10:00-22:30
Wonderville,bar,40.6924111,-73.9275164,n/a,https://wonderville.nyc/,Mo-Th 17:00-02:00; Fr 17:00-04:00; Sa 14:00-04:00; Su 14:00-02:00
Warude,fast_food,40.6844056,-73.9439774,n/a,https://www.warude.com,n/a
Beds Thai,restaurant,40.6827469,-73.9536232,n/a,https://orderbedsthai.com,Mo-Su 11:00-22:15
Breuklyn Pizza,fast_food,40.6831125,-73.9536847,n/a,n/a,n/a
The Fly,bar,40.6820110,-73.9584752,n/a,https://theflybrooklyn.com,Mo-Th 17:00-01:00; Fr-Sa 17:00-02:00; Su 17:00-01:00
Bati Ethiopian Kitchen,restaurant,40.6820512,-73.9594715,n/a,https://www.batikitchen.com,Mo-Tu 18:00-22:00; We-Su 17:00-22:00
Dunkin',fast_food,40.6812394,-73.9555413,n/a,https://locations.dunkindonuts.com/en/ny/brooklyn/1151-fulton-st/351216,05:00-19:00
Kiku,restaurant,40.6775421,-73.9795355,n/a,https://www.kikuasianbistro.com,Mo-Th 11:30-22:30; Fr 11:30-23:00; Sa 12:30-23:00; Su 12:30-22:00
Milk Bar,cafe,40.6756234,-73.9780450,n/a,https://www.milkbarbrooklyn.com,Mo-Fr 08:00-15:00; Sa-Su 08:00-16:00
La Villa Pizzeria,restaurant,40.6169074,-73.9097971,n/a,n/a,n/a
Brooklyn Sidewalk Cafe,restaurant,40.6434555,-73.9489429,n/a,n/a,n/a
Texas Chicken & Burgers,fast_food,40.6557405,-73.9428146,n/a,n/a,n/a
Dunkin',fast_food,40.6557482,-73.9426870,n/a,https://locations.dunkindonuts.com/en/ny/brooklyn/506-clarkson-ave/361816,05:00-19:00
Popeyes,fast_food,40.6557816,-73.9421681,n/a,https://www.popeyes.com/store-locator/store/restaurant_84546,Mo-Fr 09:00-03:00; Sa-Su 10:00-03:00
Subway,fast_food,40.6557919,-73.9420073,n/a,https://restaurants.subway.com/united-states/ny/brooklyn/528a-clarkson-ave,Mo-Fr 07:00-22:00; Sa 09:00-22:00; Su 09:00-21:00
Brooklyn Wing House,fast_food,40.6626848,-73.9346616,n/a,n/a,n/a
Island Burger,fast_food,40.6616448,-73.9317218,n/a,n/a,n/a
Three Star Juice Lounge,fast_food,40.6615360,-73.9317466,n/a,https://www.threestarjuicelounge.com,n/a
Market Bar & Brewery,bar,40.6577295,-73.9501483,n/a,n/a,n/a
Mama Louisa's Hero Shoppe,fast_food,40.6594861,-73.9474283,n/a,n/a,Mo-Fr 07:00-17:00; Sa 08:00-17:00
Hasenstüble,restaurant,40.6585720,-73.9506039,n/a,n/a,n/a
Brrooklyn Lunchbox,fast_food,40.6599746,-73.9478049,n/a,n/a,n/a
Culpeppers' Restautant,fast_food,40.6614262,-73.9509044,n/a,n/a,n/a
Gold Room BK,restaurant,40.6620179,-73.9534911,n/a,https://www.goldroombk.com,Tu-Th 16:00-24:00; Fr 16:00-02:00; Sa 14:00-02:00; Su 14:00-24:00
Any Thing,restaurant,40.6612710,-73.9533860,n/a,https://anythingbklyn.com,"Mo-Th 16:00-24:00, Fr 16:00-02:00, Sa 12:00-02:00, Su 12:00-24:00"
Mockingbird,fast_food,40.6608887,-73.9533484,n/a,https://www.mockingbirdnyc.com,"Mo-Su 07:00-11:00 ""or until sold out"""
New Peking,fast_food,40.6611439,-73.9605519,n/a,n/a,Tu-Th 11:00-22:30; Fr-Sa 11:00-23:30; Su 12:00-22:30
Kulushkät,restaurant,40.6611917,-73.9605569,n/a,https://www.kulushkat.com,Mo-Su 11:00-23:00
Jus Fishy,fast_food,40.6603736,-73.9604636,n/a,n/a,n/a
Flatbush Bagel,fast_food,40.6603308,-73.9604590,n/a,n/a,Mo-Th 06:00-15:00; Fr-Su 06:00-15:30
Antojitos Del Patron,fast_food,40.6606863,-73.9612298,n/a,n/a,n/a
The Zombie House,bar,40.6550668,-73.9599148,n/a,n/a,n/a
PiCH,restaurant,40.6539224,-73.9597035,n/a,https://pichnyc.com,Tu-We 17:00-23:00; Th-Fr 17:00-02:00; Sa 11:00-02:00; Su 11:00-23:00
Subway,fast_food,40.6502586,-73.9604879,n/a,https://restaurants.subway.com/united-states/ny/brooklyn/2011-church-ave,Mo-Fr 07:00-21:00; Sa 08:00-21:00; Su 09:00-20:00
Fisherman's Cove,fast_food,40.6503025,-73.9601307,n/a,n/a,n/a
Brownsville Market & Deli,fast_food,40.6611611,-73.9083275,n/a,n/a,Mo-Su 06:00-25:00
250 Food Market,fast_food,40.6623853,-73.9085780,n/a,n/a,Mo-Su 08:00-25:00
Wing Luck Restaurant,restaurant,40.6624023,-73.9084715,n/a,n/a,Mo-Th 11:30-23:30; Fr-Sa 11:30-24:30; Su 12:30-23:30
Napoli's Pizza,fast_food,40.6624140,-73.9084029,n/a,n/a,Mo-Su 11:00-19:30
The Food Sermon,restaurant,40.6646551,-73.9536244,n/a,n/a,n/a
Domino's,fast_food,40.6655402,-73.9510525,n/a,https://pizza.dominos.com/new-york/brooklyn/954-nostrand-ave/,Mo-Th 10:00-02:00; Fr-Sa 10:00-03:00; Su 10:00-02:00
Mermaid Fish Market,fast_food,40.6679745,-73.9509365,n/a,n/a,Mo-Sa 09:00-20:00; Su 09:00-18:00
Brooklyn Wing House,fast_food,40.6688561,-73.9509170,n/a,n/a,n/a
