name,type,lat,lon,formatted_address,website,opening_hours
Portofino,cafe,40.9010664,-73.3467546,n/a,n/a,n/a
Bistro 44,restaurant,40.9000568,-73.3513519,n/a,n/a,n/a
Harbour House,restaurant,40.9001764,-73.3507484,n/a,n/a,n/a
On The Border,restaurant,40.8183185,-73.0559994,n/a,https://www.ontheborder.com/locations/holtsville/,"Mo-Th,Su 11:00-22:00; Fr,Sa 11:00-23:00"
Leggios Delicatessen,restaurant,40.7294222,-73.2572716,n/a,n/a,n/a
Gino's Pizza,restaurant,40.7209441,-73.2487126,n/a,n/a,n/a
Shennanigans,restaurant,40.8172882,-73.1082456,n/a,n/a,n/a
Pizza Village,restaurant,42.4863362,-79.3398383,n/a,https://www.dunkirkpizzavillage.com/,"11:00-22:00 ""Varies"""
Rookies on the Lake,bar,42.4872653,-79.3345200,n/a,n/a,n/a
Food Court,restaurant,40.7404426,-73.2471648,n/a,n/a,n/a
Quiznos,fast_food,40.7364756,-73.2475619,n/a,n/a,n/a
Cafe Express,cafe,43.0591461,-76.1489758,n/a,n/a,n/a
Pavone's Pizza,fast_food,43.0588727,-76.1477642,n/a,n/a,Mo-Sa 10:30-22:00; Su 12:00-21:00
Spring Chinese Restaurant,fast_food,43.0589047,-76.1476773,n/a,n/a,n/a
Subway,fast_food,43.0589337,-76.1475809,n/a,https://restaurants.subway.com/united-states/ny/syracuse/710-n-townsend-st,Mo-Fr 09:00-22:00; Sa-Su 10:00-21:00
Pronto Joey's,restaurant,43.0902680,-76.0920413,n/a,n/a,n/a
Syracuse Halal Gyro,restaurant,43.0418629,-76.1192173,n/a,https://www.syracusehalalgyro.com/menu,Mo-Su 10:00-22:00
The Toasted Bear,bar,43.1418820,-77.6045136,n/a,n/a,n/a
n/a,restaurant,41.5221347,-73.9763602,n/a,n/a,n/a
Blue Dog,cafe,40.7646902,-73.9796633,n/a,n/a,n/a
Carvel's,fast_food,40.6870976,-73.6598794,n/a,n/a,n/a
The Purple Elephant,restaurant,40.8904987,-73.3538664,n/a,n/a,n/a
Show Win Japanese Cuisine,restaurant,40.8911391,-73.3454543,n/a,n/a,n/a
The Whale's Tale,restaurant,40.8908555,-73.3539709,n/a,n/a,n/a
Robke's Country Inn,restaurant,40.8929435,-73.3391013,n/a,https://www.robkescountryinn.com/,Su-Th 11:30-22:00; Fr-Sa 11:30-23:00
Dunkin',fast_food,40.8935032,-73.3365049,n/a,n/a,n/a
Jay Huen,restaurant,40.8932517,-73.3403780,n/a,n/a,n/a
Napper Tandy's,bar,40.8937870,-73.3371165,n/a,n/a,n/a
Northport Delicatessen,restaurant,40.8930003,-73.3386400,n/a,https://northportcaterers.com/,n/a
Mulberry Street,restaurant,40.6962814,-73.3225188,n/a,n/a,n/a
Little Italy Pizza,restaurant,40.7918929,-73.9734655,n/a,n/a,n/a
Hudson Social,restaurant,41.0124483,-73.8796487,n/a,https://hudsonsocial.com,"Mo-Th 06:00-11:00, 12:00-21:00; Fr 06:00-11:00, 12:00-22:00; Sa 12:00-22:00; Su 12:00-21:00"
SIMÒ PIZZA,restaurant,40.7331382,-73.9932569,n/a,n/a,n/a
Blossom,restaurant,40.7332225,-73.9936043,n/a,n/a,Mo-Su 11:30-21:00
Reservoir,bar,40.7331707,-73.9936418,n/a,n/a,"Mo-Fr 15:00-23:00; Sa,Su 12:00-23:00"
Starbucks,cafe,40.8985275,-73.3307740,n/a,n/a,n/a
J Michaels Tuscan Steakhouse,restaurant,40.8947706,-73.3357978,n/a,n/a,n/a
Northside Deli,restaurant,40.8949389,-73.3363019,n/a,n/a,n/a
Aunt Chilada's,restaurant,40.8962000,-73.3358944,n/a,n/a,n/a
Nocello,restaurant,40.8998108,-73.3289340,n/a,n/a,n/a
Pumpernickels,restaurant,40.8994702,-73.3302564,n/a,n/a,n/a
Yogurt Crazy,restaurant,40.8963014,-73.3358702,n/a,n/a,n/a
Fattusco's Pizzeria,restaurant,40.9071324,-73.3160794,n/a,n/a,n/a
Elijah Churchills' Public House,restaurant,40.9076554,-73.3154786,n/a,n/a,n/a
Crestwood Manor,restaurant,40.9082757,-73.3143145,n/a,n/a,n/a
Nina's Pizzeria,restaurant,40.9012392,-73.3365152,n/a,n/a,n/a
Mei Wei Kitchen,restaurant,40.7956015,-73.0761999,n/a,n/a,n/a
Tasty's Diner,restaurant,40.7751452,-73.9095740,n/a,n/a,24/7
Hinamaru Ramen,restaurant,40.7748923,-73.9091985,n/a,https://www.hinomaruramen.com/,"Mo-Th 12:00-14:30,16:30-22:00; Fr-Su 12:00-15:30,16:30-22:00"
Knickerbocker Bar & Grill,restaurant,40.7319768,-73.9942396,n/a,n/a,"""Temporarily closed"""
Mamoun's Falafel,restaurant,40.7302366,-74.0004281,n/a,https://www.mamouns.com/location/mamouns-greenwich-village/,"Su 11:00-01:00; Mo-We 11:00-02:00; Th 11:00-03:00; Fr, Sa 11:00-16:00"
Caffe Reggio,cafe,40.7303220,-74.0003624,n/a,n/a,n/a
Andrews NYC Diner,restaurant,40.7516741,-73.9898634,n/a,https://andrewsny.com/,"Mo-Th 06:00-22:00; Fr 06:00-23:00; Sa, Su 07:00-23:00"
fresh&co,restaurant,40.7484876,-73.9922019,n/a,https://www.freshandco.com/,"Mo-Fr 06:00-21:00; Sa, Su 07:00-20:30"
Joe's,restaurant,42.4411639,-76.5086726,n/a,n/a,n/a
Maria's,restaurant,40.8350345,-73.1504217,n/a,https://marias211.com/,Mo-Th 11:30-22:00; Fr 11:30-23:00; Sa 13:00-23:00; Su 13:00-22:00
La Casa,restaurant,40.9285648,-73.3264051,n/a,n/a,n/a
The Shack,restaurant,40.8849529,-73.3599170,n/a,n/a,n/a
Bashi Channel,restaurant,40.6398121,-73.9671473,n/a,n/a,n/a
Little Caesars,fast_food,43.0640210,-76.0751532,n/a,https://littlecaesars.com/en-us/store/6777/,n/a
Dueger's Grill,restaurant,43.0886902,-79.0499518,n/a,n/a,n/a
Koban's Food & Drink,restaurant,43.0881257,-79.0238164,n/a,n/a,n/a
Distinguished Wakamba Lounge,bar,40.7543853,-73.9921719,n/a,n/a,n/a
n/a,restaurant,40.8614825,-73.1285933,n/a,n/a,n/a
Dunkin',fast_food,41.2208032,-74.0165890,n/a,https://locations.dunkindonuts.com/en/ny/stony-point/291-willow-grove-rd/338580,Mo-Sa 05:00-22:00; Su 06:00-22:00
n/a,restaurant,43.0780174,-75.7514049,n/a,n/a,n/a
Baraka Buffet,restaurant,40.8168869,-73.9460483,n/a,n/a,n/a
Easy Corner,restaurant,40.8150396,-73.9407349,n/a,n/a,n/a
Ming Court,fast_food,43.0920663,-76.1721385,n/a,n/a,n/a
Mighty Taco,fast_food,42.7948317,-78.7553385,n/a,n/a,n/a
Wagon Wheel,restaurant,43.0141201,-78.2013969,n/a,n/a,n/a
Al's Village Diner,restaurant,43.0653237,-76.0787862,n/a,n/a,n/a
Marina Bar + Grill at the Blue Whale,bar,40.6660014,-73.0700119,n/a,n/a,n/a
Canteen,cafe,40.6655824,-73.0696296,n/a,n/a,n/a
Daughters Fare & Ale,cafe,41.9940892,-73.8762743,n/a,http://www.daughtersfareandale.com/,n/a
Tuxedo Sushi,restaurant,41.1938900,-74.1850505,n/a,n/a,Mo-Th 11:30-21:00; Sa 11:30-21:30; Su 14:00-21:00
Tuxedo Junction Inn,restaurant,41.1916914,-74.1847169,n/a,n/a,n/a
Fish Company of Liverpool,fast_food,43.1001327,-76.2010060,n/a,n/a,We 11:00-19:00; Th 10:30-19:00; Fr 10:00-20:00
B&S Coffe Shop,cafe,40.7596628,-73.9366128,n/a,n/a,n/a
Deli,fast_food,40.7594711,-73.9362177,n/a,n/a,n/a
Dunkin',fast_food,40.7564081,-73.9296679,n/a,https://locations.dunkindonuts.com/en/ny/long-island-city/3102-36th-ave/330415,Mo-We 06:00-22:00; Th 06:00-24:00; Fr-Sa 00:00-24:00; Su 00:00-22:00
Leo's,fast_food,40.7565866,-73.9295015,n/a,n/a,n/a
Napoli Pizza and Pasta,fast_food,40.7614572,-73.9406436,n/a,n/a,n/a
Palace Fried Chicken,fast_food,40.7597055,-73.9367162,n/a,n/a,n/a
Tony's,restaurant,40.7643725,-73.9642919,n/a,n/a,n/a
Sami's Kabab House,restaurant,40.7583125,-73.9331125,n/a,n/a,12:00-22:00
n/a,restaurant,40.7596244,-73.9365391,n/a,n/a,n/a
Sam Lee Kitchen,restaurant,40.7596473,-73.9365835,n/a,n/a,n/a
Applebee's,restaurant,40.7555706,-73.9226603,n/a,n/a,n/a
Panera Bread,fast_food,40.7554629,-73.9224753,n/a,https://locations.panerabread.com/ny/long-island-city/3801-35th-avenue.html,Mo-Sa 07:00-21:30; Su 07:00-21:00
Subway,fast_food,40.7558513,-73.9232935,n/a,https://restaurants.subway.com/united-states/ny/astoria/3711-35th-ave,Mo-Fr 07:30-21:30; Sa 10:00-21:30; Su 11:00-20:30
Unos,restaurant,40.7556895,-73.9229500,n/a,n/a,n/a
Ecuadorian Restaurant II,restaurant,40.7552407,-73.9271915,n/a,n/a,n/a
Cafe Olé,restaurant,40.7539108,-73.9237443,n/a,n/a,n/a
Dunkin',fast_food,40.7555102,-73.9252932,n/a,https://locations.dunkindonuts.com/en/ny/long-island-city/3530-36th-st/348317,Mo-Fr 06:00-19:00; Sa 07:00-15:00; Su 00:00-24:00
Bar Pitti,restaurant,40.7291334,-74.0021646,n/a,n/a,n/a
Birdland Jazz Club,bar,40.7590063,-73.9896838,n/a,https://www.birdlandjazz.com/,Mo-Su 17:00-01:00
Z Best pizza,restaurant,40.7633685,-73.9967152,n/a,n/a,n/a
Dunkin',fast_food,40.7605371,-73.9950611,n/a,https://locations.dunkindonuts.com/en/ny/new-york/595-10th-ave/362681,"Mo-Fr 05:00-21:00; Sa, Su 07:00-19:00"
Fanelli Cafe,restaurant,40.7246074,-73.9987503,n/a,n/a,n/a
Galaxy Diner,restaurant,40.7611474,-73.9909011,n/a,n/a,24/7
Hatsuhana,restaurant,40.7568939,-73.9769041,n/a,n/a,n/a
Joe Allen,restaurant,40.7601328,-73.9890604,n/a,n/a,n/a
The Brazen Tavern,restaurant,40.7594293,-73.9912351,n/a,n/a,n/a
n/a,restaurant,40.7299060,-74.0012290,n/a,n/a,n/a
Veronica's Bar,bar,40.7552627,-73.9272533,n/a,n/a,n/a
Tarallucci e Vino,cafe,40.7289402,-73.9845472,n/a,n/a,Mo-Su 07:00-24:00
Horus Café,cafe,40.7278870,-73.9820070,n/a,n/a,Mo-Su 09:00-22:00
Talea Beer Co.,bar,40.6870564,-73.9909226,n/a,https://www.taleabeer.com/location/talea-cobble-hill/,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-23:00
Blank cafe,cafe,40.7109207,-73.9678242,n/a,n/a,n/a
Patrizia's,restaurant,40.7108771,-73.9674321,n/a,n/a,n/a
Potbelly,fast_food,40.7144017,-74.0059090,n/a,https://www.potbelly.com/locations/new-york/reade-broadway,Mo-Fr 11:00-20:00; Sa 11:00-17:00
Bluestone Lane Coffee,cafe,40.7531885,-73.9797511,n/a,n/a,Mo-Th 06:30-18:00; Fr 06:30-17:00; Sa-Su 07:00-16:00
Ippudo,restaurant,40.7309292,-73.9902630,n/a,https://ippudony.com,Mo-Th 11:30-22:30; Fr-Sa 11:30-23:30; Su 11:30-22:30
Dunkin',fast_food,40.7502728,-73.9716497,n/a,https://locations.dunkindonuts.com/en/ny/new-york/800-second-avenue/306250,Mo-Fr 05:30-19:00; Sa-Su 07:00-16:00
Bartolino's Italian Restaurant,restaurant,40.7607010,-73.9223507,n/a,https://www.bartolinosastoria.com/,n/a
D & F Italian Deli,fast_food,40.7603021,-73.9214942,n/a,n/a,n/a
Las Margaritas,restaurant,40.7594141,-73.9195925,n/a,http://www.lasmargaritassunset.com/astoria/,n/a
Portalia,restaurant,40.7605007,-73.9219258,n/a,n/a,n/a
Bai Sushi,restaurant,40.7597104,-73.9202460,n/a,https://baisushitogo.com,Mo-Sa 11:30-22:45
Madam Marie's,bar,40.7603284,-73.9215565,n/a,https://www.madammaries.com,"Mo-Fr 16:00-04:00; Sa,Su 14:00-04:00"
Russian Samovar Restaurant and Piano Bar,restaurant,40.7631875,-73.9847037,n/a,https://www.russiansamovar.com/,Mo 17:00-02:00; Tu-Th 12:00-02:00; Fr-Su 12:00-04:00
Little Rebel,bar,40.7320364,-73.9854459,n/a,https://www.littlerebelnyc.com,Mo 11:00-24:00; Tu-Th 11:00-02:00; Fr-Sa 11:00-04:00; Su 11:00-24:00
Gourmet 45,restaurant,40.7527060,-73.9727820,n/a,n/a,n/a
Hotoke Japanese Steak House,restaurant,40.8539052,-73.1865428,n/a,n/a,n/a
Moe's Southwest Grill,fast_food,40.8534346,-73.1858883,n/a,n/a,n/a
Croxley Ales,restaurant,40.8560720,-73.2007951,n/a,n/a,n/a
Dan and John's Wings,fast_food,40.7278427,-73.9853497,n/a,https://danandjohns.com,Mo-Tu 16:00-22:00; We-Th 16:00-23:00; Fr-Sa 12:00-23:00; Su 12:00-22:00
Raimondo's Restaurant and Pizzeria,restaurant,41.9330191,-74.9133343,n/a,n/a,11:00-23:00
Favela Cubana,restaurant,40.7284192,-73.9981377,n/a,https://www.favelacubana.com/location/favela-cubana/,n/a
Legend West Village,restaurant,40.7297301,-73.9989490,n/a,n/a,11:00-23:00
La Colombe Coffee Roasters,cafe,40.7280641,-73.9932516,n/a,https://www.lacolombe.com/,Mo-Fr 07:30-18:30; Sa-Su 08:30-18:30
Toloache,restaurant,40.7287190,-73.9995780,n/a,http://toloachenyc.com/,Su-Mo 11:30-22:00; Tu-Th 11:30-23:00; Fr-Sa 11:30-00:00
Coffee Planet,cafe,43.0037086,-73.8488129,n/a,n/a,07:00-19:00
White House Restaurant,restaurant,43.0039531,-73.8491218,n/a,n/a,n/a
Two Saints,bar,40.6715078,-73.9502019,n/a,n/a,n/a
East Village Pizza,restaurant,40.7281808,-73.9851024,n/a,https://www.eastvillagepizza.net,Mo-Th 11:00-03:00; Fr-Sa 11:00-04:30; Su 11:00-03:00
Corbet & Conley,cafe,40.7354601,-73.9861323,n/a,n/a,n/a
Jadis Wine Bar,restaurant,40.7209937,-73.9910102,n/a,https://jadisnyc.com,"Mo 17:00-00:00; Tu-Th 17:00-01:00; Fr, Sa 17:00-02:00"
Mall Food Court,food_court,40.7347063,-73.8686986,n/a,n/a,n/a
Mama's Empanadas,fast_food,40.7339674,-73.8693764,n/a,n/a,n/a
Lulu's Pizza,fast_food,40.7340071,-73.8692490,n/a,n/a,n/a
Applebee's,restaurant,40.7350298,-73.8707100,n/a,https://www.applebees.com/en/restaurants-elmhurst-ny/9015-queens-blvd-98076,"Mo-Th 11:00-23:00; Fr, Sa 11:00-24:00; Su 11:00-22:00"
El Mariachi,restaurant,40.7611211,-73.9232737,n/a,n/a,n/a
Bill's Bar & Burger,restaurant,40.7593743,-73.9775501,n/a,https://www.billsbarandburger.com/,n/a
Big Daddy's Diner,restaurant,40.7379106,-73.9877530,n/a,https://www.bigdaddysnyc.com/,Mo-Th 08:00-12:00; Fr-Sa 08:00-05:00; Su 08:00-23:00
Grimaldi's Pizza,restaurant,40.7411830,-73.9937782,n/a,https://www.grimaldis-pizza.com/,n/a
T & J Jamaican Flava,restaurant,40.7872731,-73.9517102,n/a,n/a,06:00-20:00
The District Bar & Restaurant,restaurant,40.7839008,-73.9500220,n/a,http://thedistrictbarnyc.com,"Mo-Fr 11:00-04:00; Sa, Su 10:00-04:00"
Hua Long Restaurant,fast_food,40.6858803,-73.9737236,n/a,n/a,Mo-Fr 11:00-22:00; Su 12:00-22:00
Sweet Tomato,restaurant,40.8741389,-73.5328208,n/a,https://order.online/store/sweet-tomato-oyster-bay-891929/,Mo-Sa 08:30-17:30; Su 08:30-16:30
Karibbean Restaurant,restaurant,40.7241590,-73.9759768,n/a,n/a,"Su-Th 08:30-21:00; Fr,Sa 08:30-22:00"
Le Pain Quotidien,cafe,40.7542147,-73.9840492,n/a,n/a,n/a
Kabab Guys,fast_food,43.0555423,-76.0730534,n/a,https://kababguyssyracuse.com,n/a
Olympia Family Restaurant,restaurant,43.1659024,-77.6904377,n/a,n/a,n/a
Cafe Metro,fast_food,40.7539462,-73.9744244,n/a,n/a,n/a
Lloyd Taco Factory,restaurant,42.9475295,-78.8524503,n/a,https://whereslloyd.com/,n/a
Sterling Tap and Wurst,bar,42.9475341,-78.8529407,n/a,n/a,n/a
Balthazar,restaurant,40.7226578,-73.9981644,n/a,n/a,n/a
Blue Ribbon,restaurant,40.7261431,-74.0025063,n/a,n/a,n/a
Lil' Frankies,restaurant,40.7235847,-73.9884552,n/a,https://www.lilfrankies.com/,Mo-Th 11:00-02:00; Fr-Sa 11:00-04:00; Su 11:00-02:00
The Dutch,restaurant,40.7265551,-74.0021692,n/a,n/a,n/a
Luca Trattoria Pizzeria,restaurant,41.2369345,-74.3809923,n/a,n/a,n/a
The Grey Dog,restaurant,40.7229648,-73.9957472,n/a,https://thegreydog.com/,"Mo-Fr 07:30-22:00; Sa, Su 08:15-22:00"
Slate,bar,40.7412384,-73.9932261,n/a,n/a,n/a
Tucci's,bar,43.1644769,-77.6642180,n/a,n/a,n/a
Cafe,cafe,40.7305069,-73.5910767,n/a,n/a,n/a
Cafe,cafe,40.7307812,-73.5973397,n/a,n/a,n/a
Wan Wan,restaurant,40.7217467,-73.9964556,n/a,https://www.wanwannyc.com/,"Mo-We 11:30-15:00,17:00-22:00; Th-Fr 11:30-15:00,17:00-23:00; Sa 12:00-15:00,17:00-23:00; Su 12:00-15:00,17:00-22:00"
Café Habana,restaurant,40.7228449,-73.9942284,n/a,https://www.cafehabana.com/menu/cafe-habana-nyc/,Mo-Su 10:00-23:00
Café Kubal,cafe,43.0507833,-76.1559696,n/a,https://www.cafekubal.com/,Mo-Fr 06:30-17:00; Sa-Su 08:00-15:00
Tangie's Kitchen,restaurant,43.1756238,-77.6297520,n/a,n/a,n/a
Subway,fast_food,40.5169018,-74.2332738,n/a,https://restaurants.subway.com/united-states/ny/staten-island/303-a-page-ave,08:30-21:30
Empellón Al Pastor,restaurant,40.7493716,-73.9766925,n/a,n/a,12:00-24:00
POD 39 Rooftop,bar,40.7493147,-73.9765665,n/a,n/a,n/a
Burger & Lobster,restaurant,40.7400891,-73.9934610,n/a,https://burgerandlobster.com/,n/a
Phoenix Garden,restaurant,40.7487201,-73.9738553,n/a,http://www.phoenixgardennyc.com/,n/a
Saints and Sinners,restaurant,40.7456627,-73.9045526,n/a,n/a,n/a
Subway,fast_food,42.7477050,-76.1353120,n/a,https://restaurants.subway.com/united-states/ny/preble/7073-state-rte-&-hwy-281,10:30-21:00
Chan's Kitchen,restaurant,40.8557131,-73.9333898,n/a,n/a,Mo-Su 12:00-23:30
La Cabana Salvadorena,restaurant,40.8542688,-73.9334615,n/a,n/a,Mo-Su 10:30-20:00
Just Salad,fast_food,40.7462312,-73.9938457,n/a,n/a,n/a
Burger King,fast_food,43.0604423,-76.1463396,n/a,https://www.bk.com/store-locator/store/restaurant_2481,Mo-Sa 06:30-21:00; Su 07:00-21:00
Tommy's,fast_food,40.8330876,-73.9452789,n/a,n/a,n/a
Taszo Espresso Bar,cafe,40.8345127,-73.9452550,n/a,n/a,n/a
La Libertad,restaurant,40.8334187,-73.9450216,n/a,n/a,n/a
Oriental Chinese Restaurant,fast_food,40.8337123,-73.9448203,n/a,n/a,n/a
Empanadas Monumental,fast_food,40.8336991,-73.9448291,n/a,n/a,n/a
Caffe Bene,cafe,40.8346192,-73.9452659,n/a,n/a,n/a
The Original John's Deli,restaurant,40.5971145,-73.9850909,n/a,https://www.theoriginaljohnsdeli.com/,Mo-Sa 08:00-22:00; Su 08:00-21:00
Coral Diner,restaurant,40.8348921,-73.9446221,n/a,n/a,n/a
Duffy's Tavern,bar,42.9140111,-77.7480339,n/a,n/a,17:30-23:30
Tavern58 at Gibbs,restaurant,43.1610396,-77.6013319,n/a,n/a,Mo-Th 16:30-23:00; Fr-Sa 16:30-24:00; Su off
Press,cafe,43.1588225,-77.5996515,n/a,n/a,n/a
Bill's Bar & Burger,restaurant,40.7402703,-74.0056248,n/a,https://www.billsbarandburger.com/,n/a
7 Old Fulton,restaurant,40.7029414,-73.9938932,n/a,n/a,n/a
Speedy Romeo,restaurant,40.6875033,-73.9598708,n/a,https://speedyromeo.com/,n/a
The 3 Luigis,fast_food,40.6882992,-73.9626434,n/a,n/a,Tu-Sa 11:00-22:00; Su 12:00-21:00
BBQ House,fast_food,43.0486480,-76.1401027,n/a,n/a,n/a
Red Olive,restaurant,43.0521562,-76.1422370,n/a,n/a,n/a
Stage Door Deli,restaurant,40.7120307,-74.0097553,n/a,n/a,n/a
Little Mac's Pizzeria,fast_food,43.0582874,-76.1242523,n/a,n/a,n/a
Chowdar Bar,restaurant,40.7158297,-73.2412449,n/a,n/a,n/a
Nicky's Clam Bar,restaurant,40.7176737,-73.2407186,n/a,n/a,n/a
Old Bermuda Inn,restaurant,40.5533267,-74.2167766,n/a,https://www.theoldbermudainn.com/,n/a
Liberty Pizza,fast_food,43.1347617,-76.1303723,n/a,n/a,Mo-Th 10:30-21:00; Fr-Sa 10:30-22:00; Su 11:00-21:00
Saigon Bangkok,restaurant,42.9883040,-78.6976949,n/a,n/a,n/a
Rachel's,restaurant,42.9923339,-78.6974626,n/a,n/a,n/a
Five Guys,fast_food,42.9923345,-78.6975734,n/a,https://restaurants.fiveguys.com/8248-transit-road,11:00-21:30
Sake Cafe,restaurant,42.9921683,-78.6990203,n/a,n/a,n/a
Applebee's,restaurant,41.4984317,-74.0721356,n/a,n/a,n/a
Liberty Hound,restaurant,42.8773716,-78.8798206,n/a,n/a,n/a
Little Vincent's Pizza,restaurant,40.8709800,-73.4264302,n/a,n/a,n/a
Blue Bay Diner,restaurant,40.7439554,-73.7763318,n/a,n/a,n/a
Arunee Thai,restaurant,40.7495394,-73.8874309,n/a,n/a,n/a
n/a,fast_food,40.8042966,-73.9376552,n/a,n/a,24/7
Popeyes,fast_food,40.8044651,-73.9380441,n/a,https://www.popeyes.com/store-locator/store/restaurant_86576,10:30-24:00
Uptown Veg,restaurant,40.8055163,-73.9405433,n/a,https://uptownvegnyc.com/,Su-Sa 10:00-20:00
Taco Bell,fast_food,40.8060573,-73.9418046,n/a,n/a,n/a
Market Street,restaurant,41.9269971,-73.9135168,n/a,http://www.marketstrhinebeck.com/,n/a
DeWitt Bagel Co.,cafe,43.0350820,-76.0685180,n/a,https://dewittbagelco.com/,Tu-Sa 07:00-13:30; Su 07:30-13:30
Dunkin',fast_food,40.6476342,-73.9716162,n/a,https://locations.dunkindonuts.com/en/ny/brooklyn/418-coney-island-ave/332353,05:00-22:00
16 Handles,restaurant,40.7646147,-73.9161867,n/a,https://16handles.com/locations/astoria/,10:00-0:00
Subway,fast_food,44.5779303,-73.5083086,n/a,https://restaurants.subway.com/united-states/ny/peru/654-bear-swamp-rd,Mo-Sa 08:00-22:00; Su 09:00-22:00
"Davidson Brothers Brewery, Tour Experience, Taproom & Company Store",bar,43.3436972,-73.6858536,n/a,n/a,We-Su 11:00-18:00
Olivier Bistro,restaurant,40.6688126,-73.9897325,n/a,http://olivierbistro.com,Mo-Th 07:00-22:30; Fr 11:00-23:00; Sa 10:00-23:00; Su 10:00-22:00
Wonder,fast_food,40.6673954,-73.9875825,n/a,https://www.wonder.com/food-delivery-locations/park-slope-ny,n/a
Joe's Pizza of Park Slope,fast_food,40.6676601,-73.9873611,n/a,n/a,Mo-We 09:00-04:00; Th-Sa 09:00-05:00; Su 09:00-04:00
Joe's Pizza,fast_food,40.6718133,-73.9839044,n/a,n/a,n/a
Henry's,fast_food,40.6634377,-73.9842639,n/a,n/a,"Mo,We-Su 11:00-21:00"
Couleur Café,cafe,40.6633723,-73.9843180,n/a,https://couleurcafeny.com,Mo-Su 08:00-18:00
Five Guys,fast_food,40.6685782,-73.9803757,n/a,https://restaurants.fiveguys.com/284-7th-ave,Mo-Su 11:00-22:00
La Bagel Delight,cafe,40.6685322,-73.9804203,n/a,https://www.labageldelight.com,"Mo-Fr 05:30-17:00; Sa,Su 05:30-16:00"
Postmark Cafe,cafe,40.6710647,-73.9851813,n/a,n/a,Mo-Fr 07:00-18:00; Sa 08:00-18:00
Dunkin',fast_food,40.7329450,-73.9867769,n/a,https://locations.dunkindonuts.com/en/ny/new-york/208-e-14th-st/352392,24/7
Kyuramen,restaurant,40.7329227,-73.9867234,n/a,https://www.kyuramen.com,"Su-Th 11:00-22:30; Fr,Sa 11:00-23:30"
ViVi Bubble Tea,cafe,40.7326688,-73.9861160,n/a,https://vivibubbletea.com,Mo-Su 11:00-22:00
99¢ Pizza,fast_food,40.7323739,-73.9854106,n/a,n/a,n/a
The Winslow,restaurant,40.7326739,-73.9852909,n/a,http://www.thewinslownyc.com,Mo-We 12:00-02:00; Th-Fr 12:00-04:00; Sa 11:00-00:00; Su 11:00-02:00
Coyote Ugly Saloon,bar,40.7328438,-73.9857034,n/a,n/a,Tu-Th 16:00-02:00; Fr 15:00-03:00; Sa 12:00-04:00; Su 12:00-03:00
Beauty Bar,bar,40.7328760,-73.9857799,n/a,http://thebeautybar.com/about-new-york,Mo-Fr 17:00-04:00; Sa-Su 14:00-04:00
Yaki Sushi,restaurant,40.7329802,-73.9860274,n/a,n/a,Mo-Su 11:00-22:00
Chen's Express Kitchen,fast_food,40.7330368,-73.9861621,n/a,n/a,n/a
Bite,fast_food,40.7330563,-73.9862083,n/a,https://www.bitenyc.com/,Mo-Fr 08:00-23:00; Sa 10:00-23:00; Su 10:00-22:00
Happy Burrito,fast_food,40.7330765,-73.9862563,n/a,n/a,Mo-Sa 11:00-22:30; Su 12:00-22:30
Red House,fast_food,40.7332145,-73.9865838,n/a,n/a,Mo-Fr 11:00-23:00; Sa-Su 12:00-23:00
Starbucks,cafe,40.7337952,-73.9865529,n/a,n/a,Mo-Fr 05:30-19:30; Sa-Su 06:00-18:30
For U,restaurant,40.7341491,-73.9862974,n/a,https://www.foru155.com,Mo-Th 11:00-22:00; Fr-Sa 11:00-22:30; Su 11:00-22:00
Cupsoul,cafe,40.7344416,-73.9860982,n/a,https://cupsoul.com,n/a
Ned's Pizza,restaurant,42.4696127,-76.4784193,n/a,n/a,Mo-Su 06:00-24:00
The Halal Guys,fast_food,40.7322882,-73.9844226,n/a,https://east14thstreetny.thehalalguys.com,Mo-Su 10:00-04:00
Kati,restaurant,40.7316957,-73.9829911,n/a,https://katithai.com/,Mo-Sa 12:00-22:30; Su 16:00-22:30
Akina Sushi,restaurant,40.7306979,-73.9814385,n/a,http://www.akinasushinyc.com/,Mo-Th 12:00-23:00; Fr-Sa 12:00-23:30; Su 13:00-23:00
Juice Bar,fast_food,40.7307493,-73.9815620,n/a,n/a,Mo-Fr 07:00-18:00; Sa 09:00-18:00
99¢ Pizza,fast_food,40.7308171,-73.9817248,n/a,n/a,n/a
Nowhere,bar,40.7318045,-73.9840953,n/a,https://www.nowherebarnyc.com/,Mo-Su 15:00-04:00
Subway,fast_food,40.6663654,-73.9884470,n/a,https://restaurants.subway.com/united-states/ny/brooklyn/525-5th-avenue,Mo-Sa 09:00-21:00; Su 10:00-20:00
Bagels and Wraps,fast_food,40.6664089,-73.9884126,n/a,n/a,Mo-Sa 06:00-18:00; Su 06:30-16:00
South Slope Restaurant & Bar,restaurant,40.6678148,-73.9876435,n/a,https://www.southslopeeatery486.com,Mo-Sa 09:00-21:00; Su 09:00-19:00
Rainbowberry Frozen Yogurt,restaurant,40.7496805,-73.8860650,n/a,n/a,n/a
Just Made 4 U,restaurant,40.7497307,-73.8855944,n/a,n/a,n/a
Turtle Island Cafe,restaurant,44.3641020,-73.3915380,n/a,n/a,n/a
